,id,title,release_date,overview,popularity,vote_average,vote_count
4835,316152,Free State of Jones,2016-06-24,"In 1863, Mississippi farmer Newt Knight serves as a medic for the Confederate Army. Opposed to slavery, Knight would rather help the wounded than fight the Union. After his nephew dies in battle, Newt returns home to Jones County to safeguard his family but is soon branded an outlaw deserter. Forced to flee, he finds refuge with a group of runaway slaves hiding out in the swamps. Forging an alliance with the slaves and other farmers, Knight leads a rebellion that would forever change history.",2.7946,6.773,1674
4836,51209,Kill the Irishman,2011-03-10,"Over the summer of 1976, thirty-six bombs detonate in the heart of Cleveland while a turf war raged between Irish mobster Danny Greene and the Italian mafia. Based on a true story, Kill the Irishman chronicles Greene's heroic rise from a tough Cleveland neighborhood to become an enforcer in the local mob.",2.6932,6.772,712
4837,36897,Pokémon: Mewtwo Returns,2001-08-17,"The Team Rocket leader, Giovanni, has found Mewtwo in a remote area of the Johto region. As Giovanni tries to re-capture Mewtwo, Ash and his friends are kidnapped by Domino, a new Team Rocket member, while trying to rescue Pikachu from Jessie and James. The Clone Pokemon are also captured and are then used as bait for Mewtwo. The situation then becomes a battle between the wills of Mewtwo and Giovanni; and Mewtwo also tries to discover if it and the clones have a purpose in life, even though they are products of science.",2.8764,6.772,434
4838,15723,The Big Kahuna,1999-11-17,"Three salesmen working for a firm that makes industrial lubricants are waiting in the company's ""hospitality suite"" at a manufacturers' convention for a ""big kahuna"" named Dick Fuller to show up, in hopes they can persuade him to place an order that could salvage the company's flagging sales.",1.2823,6.772,375
4839,9326,Romancing the Stone,1984-03-30,"Though she can spin wild tales of passionate romance, novelist Joan Wilder has no life of her own. Then one day adventure comes her way in the form of a mysterious package. It turns out that the parcel is the ransom she'll need to free her abducted sister, so Joan flies to South America to hand it over. But she gets on the wrong bus and winds up hopelessly stranded in the jungle.",5.9981,6.8,2071
4840,585268,War,2019-10-02,"Khalid, entrusted with the task of eliminating former soldier turned rogue Kabir, engages in an epic battle with his mentor who taught him everything.",2.2873,6.771,386
4841,525661,Bombshell,2019-12-13,Bombshell is a revealing look inside the most powerful and controversial media empire of all time; and the explosive story of the women who brought down the infamous man who created it.,4.4969,6.771,3230
4842,239566,Get On Up,2014-08-01,A chronicle of James Brown's rise from extreme poverty to become one of the most influential musicians in history.,2.1118,6.771,573
4843,10195,Thor,2011-04-21,"Against his father Odin's will, The Mighty Thor - a powerful but arrogant warrior god - recklessly reignites an ancient war. Thor is cast down to Earth and forced to live among humans as punishment. Once here, Thor learns what it takes to be a true hero when the most dangerous villain of his world sends the darkest forces of Asgard to invade Earth.",17.159,6.771,22492
4844,5854,Family Plot,1976-04-09,Spiritualist Blanche Tyler and her cab-driving boyfriend encounter a pair of serial kidnappers while trailing a missing heir in California.,1.9731,6.771,509
4845,538207,We Die Young,2019-05-09,"Lucas, a 14-year-old boy inducted into the gang life in Washington D.C., is determined that his 10-year-old brother won't follow the same path. When an Afghanistan war veteran comes into the neighborhood, an opportunity arises.",2.0062,6.77,355
4846,535292,21 Bridges,2019-10-24,"An embattled NYPD detective, is thrust into a citywide manhunt for a pair of cop killers after uncovering a massive and unexpected conspiracy. As the night unfolds, lines become blurred on who he is pursuing, and who is in pursuit of him.",3.1623,6.77,2176
4847,390734,Kingsglaive: Final Fantasy XV,2016-07-09,"The magical kingdom of Lucis is home to the world’s last remaining Crystal, and the menacing empire of Niflheim is determined to steal it. King Regis of Lucis commands an elite force of soldiers called the Kingsglaive. Wielding their king’s magic, they fight to protect Lucis. As the overwhelming military might of the empire bears down, King Regis is faced with an impossible ultimatum – to marry his son, Prince Noctis to Princess Lunafreya of Tenebrae, captive of Niflheim, and surrender his lands to Niflheim rule.  Although the king concedes, it becomes clear that the empire will stop at nothing to achieve their devious goals, with only the Kingsglaive standing between them and world domination.",2.5652,6.8,759
4848,29161,Phenomena,1985-01-25,"A young girl, with an amazing ability to communicate with insects, is transferred to an exclusive Swiss boarding school, where her unusual capability might help solve a string of murders.",2.6663,6.77,919
4849,11590,Slap Shot,1977-02-25,"To build up attendance at their games, the management of a struggling minor-league hockey team signs up the Hanson Brothers, three hard-charging players whose job is to demolish the opposition.",2.3378,6.77,450
4850,11253,Hellboy II: The Golden Army,2008-07-11,"Hellboy, his pyrokinetic girlfriend, Liz, and aquatic empath, Abe Sapien, face their biggest battle when an underworld elven prince plans to reclaim Earth for his magical kindred. Tired of living in the shadow of humans, Prince Nuada tries to awaken an ancient force of killing machines, the all-powerful Golden Army, to clear the way for fantasy creatures to roam free. Only Hellboy can stop the dark prince and prevent humanity's annihilation.",6.0894,6.77,5660
4851,9781,Detroit Rock City,1999-08-13,"In 1978, a Kiss concert was an epoch-making event. For the four teen fans in Detroit Rock City getting tickets to the sold-out show becomes the focal point of their existence. They'll do anything for tickets -- compete in a strip club's amateur-night contest, take on religious protesters, even rob a convenience store!",2.3114,6.77,458
4852,44251,Dragon Ball Z: Broly - Second Coming,1994-03-12,"A Saiyan Space pod crash-lands on Earth out of which a wounded Saiyan crawls: Broly, the Legendary Super Saiyan. The wounded Broly shouts out in frustration and turns into normal form. The place soon freezes, trapping him in it and he falls into a coma.",3.3308,6.8,728
4853,11086,The Majestic,2001-12-21,"Set in 1951, a blacklisted Hollywood writer gets into a car accident, loses his memory and settles down in a small town where he is mistaken for a long-lost son.",2.6339,6.769,850
4854,9031,I'm for the Hippopotamus,1979-11-30,"In 1950, in Africa. Tom organizes safaris for tourists, secretly equipping them with guns loaded with blanks. When Slim, Tom’s cousin—a sly slacker and staunch environmentalist—arrives, the two men come into conflict with Jack Ormond, a local animal trafficker. A doctor, a friend of the duo, denounces Mr. Ormond’s exploitation of animals in a newspaper, prompting Ormond to send his henchmen to destroy the clinic where the good doctor practices. But at the medical facility, Ormond’s henchmen find Tom and Slim waiting for them, and in the blink of an eye, the two cousins wipe out these thugs in a brawl. Ormond then tries to bribe the two cousins, and when that fails, has them imprisoned for a theft they never committed. After escaping from prison, the two men rush toward Ormond’s ship, beating the merchant’s men to a pulp...",2.4317,6.769,531
4855,524434,Eternals,2021-11-03,"The Eternals are a team of ancient aliens who have been living on Earth in secret for thousands of years. When an unexpected tragedy forces them out of the shadows, they are forced to reunite against mankind’s most ancient enemy, the Deviants.",12.4566,6.767,9245
4856,500682,The Highwaymen,2019-03-15,"In 1934, Frank Hamer and Manny Gault, two former Texas Rangers, are commissioned to put an end to the wave of vicious crimes perpetrated by Bonnie Parker and Clyde Barrow, a notorious duo of infamous robbers and cold-blooded killers who nevertheless are worshiped by the public.",3.6433,6.768,2251
4857,21531,Barking Dogs Never Bite,2000-02-19,An idle part-time college lecturer is annoyed by the yapping sound of a nearby dog. He decides to take drastic action.,2.8007,6.76,304
4858,798645,The Running Man,2025-11-11,"Desperate to save his sick daughter, working-class Ben Richards is convinced by The Running Man's charming but ruthless producer to enter the deadly competition game as a last resort. But Ben's defiance, instincts, and grit turn him into an unexpected fan favorite — and a threat to the entire system. As ratings skyrocket, so does the danger, and Ben must outwit not just the Hunters, but a nation addicted to watching him fall.",25.1853,6.763,1761
